id,gora,višina,priljubljenost,gorovje
1617,Cerkovni vrh,804,46,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1506,Leskovica,800,45,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3224,Vrh Slajke,790,6,"Škofjeloško, Cerkljansko hribovje in Jelovica"
546,Dom na Slajki,789,75,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3237,Lepo brdo,778,4,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1975,Zagrebenc,763,42,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2471,Sveti Tomaž (Vrsnik nad Žirmi),744,23,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3090,Vrh soteske (Križna gora),735,15,"Škofjeloško, Cerkljansko hribovje in Jelovica"
787,Lovska koča na Taležu,725,81,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1935,Rovnik,707,44,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2672,Hujska,706,19,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1964,Rodne,698,45,"Škofjeloško, Cerkljansko hribovje in Jelovica"
550,Sveti Križ (Križna Gora),680,89,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1932,Sveti Tomaž nad Praprotnim,666,63,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2997,Sveti Duh (Labinje),665,6,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1969,Jagršče,663,44,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3230,Zaganjalka,661,6,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1505,Izvir Volaščice,650,45,"Škofjeloško, Cerkljansko hribovje in Jelovica"
126,Šmarjetna gora,646,92,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2504,Sveti Štefan (Kupljenik),642,19,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1967,Šebrelje,639,56,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1777,Bolnica Franja,601,87,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2618,Lipniški grad (Pusti grad nad Lipnico),590,22,"Škofjeloško, Cerkljansko hribovje in Jelovica"
483,Sveti Lovrenc na Lovrenški gori,580,55,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2378,Sveti Jošt v Trebenčah,573,44,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1966,Sveti Ivan nad Divjimi babami,573,43,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1473,Cerkev Loretske Matere Božje v Suši,560,43,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2485,Kapelica Na Koren,550,23,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3244,Cerkev Marijinega rojstva v Policah,526,5,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2777,Ojstra peč,516,20,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3268,Sveti Lambert (Lancovo),515,4,"Škofjeloško, Cerkljansko hribovje in Jelovica"
353,Slap Grmečica,510,72,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2776,Zjavka,505,16,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3233,Sveta Ana (Ledinica),503,6,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1731,Grad Divja Loka (Stari grad),502,56,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3248,Stovc (Stolec),474,11,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1730,Krancelj,453,51,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3229,Sveti Pavel (Straža),451,6,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1965,Divje babe,450,62,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2888,Kamnitnik (nad Škofjo Loko),426,19,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1688,Slap Šum,425,64,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3165,Srednji Kamnitnik,421,3,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3164,Mali Kamnitnik ,416,5,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3166,Medvedja luknja,390,7,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1988,Slap v Sopotih (Pršjak),360,54,"Škofjeloško, Cerkljansko hribovje in Jelovica"
192,Kum,1220,98,Zasavsko - Posavsko hribovje in Dolenjska
763,Črni vrh (Čemšeniška planina),1204,94,Zasavsko - Posavsko hribovje in Dolenjska
735,Trdinov vrh,1178,96,Zasavsko - Posavsko hribovje in Dolenjska
1963,Javor,1132,78,Zasavsko - Posavsko hribovje in Dolenjska
678,Mrzlica,1122,98,Zasavsko - Posavsko hribovje in Dolenjska
762,Koča na Čemšeniški planini,1120,95,Zasavsko - Posavsko hribovje in Dolenjska
901,Veliki Rog,1099,72,Zasavsko - Posavsko hribovje in Dolenjska
856,Gozdnik,1090,86,Zasavsko - Posavsko hribovje in Dolenjska
2724,Ledenik,1072,28,Zasavsko - Posavsko hribovje in Dolenjska
2620,Sveta Marija (Ključevica),1067,27,Zasavsko - Posavsko hribovje in Dolenjska
475,Mirna gora,1047,94,Zasavsko - Posavsko hribovje in Dolenjska
2723,Slovenski vrh,1041,28,Zasavsko - Posavsko hribovje in Dolenjska
1190,Mestni vrh,1034,76,Zasavsko - Posavsko hribovje in Dolenjska
888,Veliki Javornik (Bohor),1023,89,Zasavsko - Posavsko hribovje in Dolenjska
1455,Sveta planina (Partizanski vrh),1011,84,Zasavsko - Posavsko hribovje in Dolenjska
1193,Požgani hrib,1009,59,Zasavsko - Posavsko hribovje in Dolenjska
215,Dom na Mirni gori,1000,84,Zasavsko - Posavsko hribovje in Dolenjska
1192,Livoldski vrh,994,51,Zasavsko - Posavsko hribovje in Dolenjska
839,Veliko Kozje,993,85,Zasavsko - Posavsko hribovje in Dolenjska
1196,Kal,985,86,Zasavsko - Posavsko hribovje in Dolenjska
889,Koprivnik (Bohor),984,63,Zasavsko - Posavsko hribovje in Dolenjska
1191,Grad Fridrihštajn,970,77,Zasavsko - Posavsko hribovje in Dolenjska
1172,Stene svete Ane,964,70,Zasavsko - Posavsko hribovje in Dolenjska
736,Dom pri Miklavžu,964,84,Zasavsko - Posavsko hribovje in Dolenjska
1117,Nebeška gora,958,80,Zasavsko - Posavsko hribovje in Dolenjska
1652,Špilk,956,72,Zasavsko - Posavsko hribovje in Dolenjska
899,Gače,955,75,Zasavsko - Posavsko hribovje in Dolenjska
887,Skalica (Bohor),951,59,Zasavsko - Posavsko hribovje in Dolenjska
766,Lisca,948,97,Zasavsko - Posavsko hribovje in Dolenjska
786,Planinski rudarski dom na Kalu,946,74,Zasavsko - Posavsko hribovje in Dolenjska
861,Malič,936,77,Zasavsko - Posavsko hribovje in Dolenjska
1948,Roviškovec,930,55,Zasavsko - Posavsko hribovje in Dolenjska
853,Reška planina,925,71,Zasavsko - Posavsko hribovje in Dolenjska
2244,Debeli vrh (Bohor),921,49,Zasavsko - Posavsko hribovje in Dolenjska
1171,Koča pri Sveti Ani na Mali gori,910,83,Zasavsko - Posavsko hribovje in Dolenjska
788,Kopitnik,910,92,Zasavsko - Posavsko hribovje in Dolenjska
355,Krvavica,909,86,Zasavsko - Posavsko hribovje in Dolenjska
890,Koča na Bohorju,896,83,Zasavsko - Posavsko hribovje in Dolenjska
3092,Grmada (Bohor),890,13,Zasavsko - Posavsko hribovje in Dolenjska
1195,Klobuk,890,74,Zasavsko - Posavsko hribovje in Dolenjska
898,Sveti Peter,888,80,Zasavsko - Posavsko hribovje in Dolenjska
1962,Sveti Lenart (Vrhe),887,65,Zasavsko - Posavsko hribovje in Dolenjska
1169,Grmada na Mali gori,887,71,Zasavsko - Posavsko hribovje in Dolenjska
796,Slivna (Pivkelj),880,67,Zasavsko - Posavsko hribovje in Dolenjska
1929,Reber,878,56,Zasavsko - Posavsko hribovje in Dolenjska
1949,Pleše,866,54,Zasavsko - Posavsko hribovje in Dolenjska
789,Koča na Kopitniku,865,75,Zasavsko - Posavsko hribovje in Dolenjska
854,Kamnik,861,77,Zasavsko - Posavsko hribovje in Dolenjska
2241,Oslica (Bohor),860,49,Zasavsko - Posavsko hribovje in Dolenjska
1753,Ostrež,856,72,Zasavsko - Posavsko hribovje in Dolenjska
1217,Ostri vrh,855,68,Zasavsko - Posavsko hribovje in Dolenjska
214,Zasavska Sveta gora,852,94,Zasavsko - Posavsko hribovje in Dolenjska
1189,Koča pri Jelenovem studencu,850,76,Zasavsko - Posavsko hribovje in Dolenjska
1934,Lipovec,848,52,Zasavsko - Posavsko hribovje in Dolenjska
3065,Sv. Primož in Felicijan (Razbor pri Čemšeniku),841,14,Zasavsko - Posavsko hribovje in Dolenjska
1194,Ledena jama na Stojni,840,62,Zasavsko - Posavsko hribovje in Dolenjska
728,Cicelj,836,79,Zasavsko - Posavsko hribovje in Dolenjska
879,Tolsti vrh nad Celjsko kočo,834,83,Zasavsko - Posavsko hribovje in Dolenjska
855,Golava,834,77,Zasavsko - Posavsko hribovje in Dolenjska
3226,Lovski vrh,830,9,Zasavsko - Posavsko hribovje in Dolenjska
795,Dom na Zgornji Slivni,826,63,Zasavsko - Posavsko hribovje in Dolenjska
1947,Planinski dom na Zasavski Sveti gori,822,66,Zasavsko - Posavsko hribovje in Dolenjska
733,Planinski dom pri Gospodični,822,85,Zasavsko - Posavsko hribovje in Dolenjska
897,Sedlata gorica (Pogorelec),817,58,Zasavsko - Posavsko hribovje in Dolenjska
1219,Govško brdo,811,65,Zasavsko - Posavsko hribovje in Dolenjska
2246,Brest (Bohor),808,46,Zasavsko - Posavsko hribovje in Dolenjska
2302,Veliki vrh nad Svetino,807,61,Zasavsko - Posavsko hribovje in Dolenjska
726,Janče,792,94,Zasavsko - Posavsko hribovje in Dolenjska
1933,Pašnik Lipovec,790,49,Zasavsko - Posavsko hribovje in Dolenjska
1218,Baba,789,59,Zasavsko - Posavsko hribovje in Dolenjska
860,Dom na Šmohorju,784,89,Zasavsko - Posavsko hribovje in Dolenjska
1168,Kamen vrh,783,68,Zasavsko - Posavsko hribovje in Dolenjska
2338,Vrunčev dom na Svetini,780,65,Zasavsko - Posavsko hribovje in Dolenjska
1722,Tolsto,780,45,Zasavsko - Posavsko hribovje in Dolenjska
1137,Obolno,776,70,Zasavsko - Posavsko hribovje in Dolenjska
530,Limbarska gora,773,93,Zasavsko - Posavsko hribovje in Dolenjska
880,Almin dom na Svetini,772,86,Zasavsko - Posavsko hribovje in Dolenjska
857,Kotečnik,772,71,Zasavsko - Posavsko hribovje in Dolenjska
3246,Jasovnik,764,10,Zasavsko - Posavsko hribovje in Dolenjska
790,Dom v Gorah,762,75,Zasavsko - Posavsko hribovje in Dolenjska
3031,Vrtače,758,12,Zasavsko - Posavsko hribovje in Dolenjska
1135,Kucelj,748,76,Zasavsko - Posavsko hribovje in Dolenjska
725,Sveti Ahac,748,74,Zasavsko - Posavsko hribovje in Dolenjska
1920,Sveti Ilija (Planina),747,55,Zasavsko - Posavsko hribovje in Dolenjska
1205,Murovica,743,73,Zasavsko - Posavsko hribovje in Dolenjska
174,Zajčeva koča,742,73,Zasavsko - Posavsko hribovje in Dolenjska
3325,Kozice,741,4,Zasavsko - Posavsko hribovje in Dolenjska
727,Sveti Miklavž nad Savo,741,82,Zasavsko - Posavsko hribovje in Dolenjska
3050,Žamboh,738,14,Zasavsko - Posavsko hribovje in Dolenjska
3030,Tolsta gora,734,25,Zasavsko - Posavsko hribovje in Dolenjska
2336,Ciganov vrh (Korinjski hrib),731,51,Zasavsko - Posavsko hribovje in Dolenjska
2508,Kmečki turizem Obolno,722,23,Zasavsko - Posavsko hribovje in Dolenjska
768,Sveti Lovrenc nad  vasjo Okroglice,722,58,Zasavsko - Posavsko hribovje in Dolenjska
877,Grmada nad Celjem,718,88,Zasavsko - Posavsko hribovje in Dolenjska
2263,Pokojni vrh (Bohor),711,42,Zasavsko - Posavsko hribovje in Dolenjska
1136,Gradišče,706,65,Zasavsko - Posavsko hribovje in Dolenjska
3088,Plezališče in ferata Renke,700,26,Zasavsko - Posavsko hribovje in Dolenjska
881,Srebotnik,700,77,Zasavsko - Posavsko hribovje in Dolenjska
3029,Sveti Florjan (Zgornja Gora),698,11,Zasavsko - Posavsko hribovje in Dolenjska
3028,Gorišca,698,12,Zasavsko - Posavsko hribovje in Dolenjska
2480,Tabor,697,19,Zasavsko - Posavsko hribovje in Dolenjska
1446,Pristava nad Stično,694,64,Zasavsko - Posavsko hribovje in Dolenjska
1651,Golčaj,690,64,Zasavsko - Posavsko hribovje in Dolenjska
1166,Limberk,687,51,Zasavsko - Posavsko hribovje in Dolenjska
977,Veliki Špiček,686,66,Zasavsko - Posavsko hribovje in Dolenjska
874,Resevna,682,91,Zasavsko - Posavsko hribovje in Dolenjska
3250,Sveti Križ (Slemšek),680,4,Zasavsko - Posavsko hribovje in Dolenjska
2310,Vrh (Šticna),679,47,Zasavsko - Posavsko hribovje in Dolenjska
1167,Stari grad (grad Čušperk),668,57,Zasavsko - Posavsko hribovje in Dolenjska
852,Dom pod Reško planino,664,69,Zasavsko - Posavsko hribovje in Dolenjska
1662,Visoka špica ,660,64,Zasavsko - Posavsko hribovje in Dolenjska
2427,Sveta Marjeta (Prežganje),658,26,Zasavsko - Posavsko hribovje in Dolenjska
797,Dom Ušte - Žerenk,658,75,Zasavsko - Posavsko hribovje in Dolenjska
878,Celjska koča,652,95,Zasavsko - Posavsko hribovje in Dolenjska
2261,Raskože (Bohor),650,40,Zasavsko - Posavsko hribovje in Dolenjska
2141,Vrhija,648,42,Zasavsko - Posavsko hribovje in Dolenjska
794,GEOSS,645,78,Zasavsko - Posavsko hribovje in Dolenjska
2129,Zabreznik (Sv. Miklavž),644,41,Zasavsko - Posavsko hribovje in Dolenjska
1447,Sveti Lambert,643,44,Zasavsko - Posavsko hribovje in Dolenjska
2718,Sveti Duh (Polževo),630,23,Zasavsko - Posavsko hribovje in Dolenjska
3335,Veliki Bojanski vrh,627,1,Zasavsko - Posavsko hribovje in Dolenjska
2748,Žagarski vrh,627,29,Zasavsko - Posavsko hribovje in Dolenjska
1693,Kalanov hrib (Kalanček),626,51,Zasavsko - Posavsko hribovje in Dolenjska
876,Pečovniška koča na Grmadi,620,72,Zasavsko - Posavsko hribovje in Dolenjska
1140,Pugled,615,69,Zasavsko - Posavsko hribovje in Dolenjska
2613,Bajturn (Zaplaški hrib),609,21,Zasavsko - Posavsko hribovje in Dolenjska
1638,Lomnik,609,39,Zasavsko - Posavsko hribovje in Dolenjska
871,Veliki Slomnik,609,59,Zasavsko - Posavsko hribovje in Dolenjska
859,Dragov dom na Homu,607,74,Zasavsko - Posavsko hribovje in Dolenjska
2717,Hotel Polževo,592,27,Zasavsko - Posavsko hribovje in Dolenjska
2115,Semenič,590,40,Zasavsko - Posavsko hribovje in Dolenjska
858,Dom na Bukovici,584,72,Zasavsko - Posavsko hribovje in Dolenjska
2579,Hum nad Laškim ,583,29,Zasavsko - Posavsko hribovje in Dolenjska
2170,Trebni vrh,581,56,Zasavsko - Posavsko hribovje in Dolenjska
2155,Stari grad Kamnik,577,65,Zasavsko - Posavsko hribovje in Dolenjska
2136,Mehovski hrib,571,78,Zasavsko - Posavsko hribovje in Dolenjska
872,Hom nad Celjem,570,67,Zasavsko - Posavsko hribovje in Dolenjska
875,Rifnik,568,76,Zasavsko - Posavsko hribovje in Dolenjska
2316,Resje nad Štorami,567,58,Zasavsko - Posavsko hribovje in Dolenjska
2172,Lisec (Liška gora),565,48,Zasavsko - Posavsko hribovje in Dolenjska
2171,Lovski dom na Vrhtrebnjem,562,55,Zasavsko - Posavsko hribovje in Dolenjska
1220,Pri knapu pod Babo,552,49,Zasavsko - Posavsko hribovje in Dolenjska
2116,Smuk,545,51,Zasavsko - Posavsko hribovje in Dolenjska
2612,Zaplaz,543,22,Zasavsko - Posavsko hribovje in Dolenjska
2277,Vipota,532,52,Zasavsko - Posavsko hribovje in Dolenjska
1091,Debenji vrh,530,85,Zasavsko - Posavsko hribovje in Dolenjska
2872,Sveta Trojica (nad Dobom),527,22,Zasavsko - Posavsko hribovje in Dolenjska
1443,Svete gore,527,62,Zasavsko - Posavsko hribovje in Dolenjska
2343,Sv. Peter (Olešče),525,50,Zasavsko - Posavsko hribovje in Dolenjska
2585,Ostri vrh (nad Globodolom),523,18,Zasavsko - Posavsko hribovje in Dolenjska
2140,Strešni vrh (Svibno),523,48,Zasavsko - Posavsko hribovje in Dolenjska
2119,Grad Turjak,522,60,Zasavsko - Posavsko hribovje in Dolenjska
2360,Sv. Križ (Retje),520,46,Zasavsko - Posavsko hribovje in Dolenjska
2320,Turn (Sv. Janez Krstnik),513,59,Zasavsko - Posavsko hribovje in Dolenjska
2727,Sveti Mohor na Mohorjevem hribu,511,24,Zasavsko - Posavsko hribovje in Dolenjska
1445,Lavričeva koča na Gradišču,510,85,Zasavsko - Posavsko hribovje in Dolenjska
3205,Sveti Lenart (Kandrše),508,4,Zasavsko - Posavsko hribovje in Dolenjska
2716,Grad Višnja Gora (Stari grad),506,21,Zasavsko - Posavsko hribovje in Dolenjska
1139,Magdalenska gora,504,71,Zasavsko - Posavsko hribovje in Dolenjska
2470,Kapelica pri Mariji pod Srebotnikom,500,14,Zasavsko - Posavsko hribovje in Dolenjska
3100,Ajdovščina nad Ihanom,495,19,Zasavsko - Posavsko hribovje in Dolenjska
2739,Tabor Cerovo,493,20,Zasavsko - Posavsko hribovje in Dolenjska
3206,Sveti Mihael (Križate),491,4,Zasavsko - Posavsko hribovje in Dolenjska
3227,Rudniško jezero,490,18,Zasavsko - Posavsko hribovje in Dolenjska
2158,Špicberg,490,52,Zasavsko - Posavsko hribovje in Dolenjska
2726,Gradiški grič,485,15,Zasavsko - Posavsko hribovje in Dolenjska
2871,Oklo nad Ihanom,465,21,Zasavsko - Posavsko hribovje in Dolenjska
2114,Sveti Primož in Felicijan nad Semičem,465,40,Zasavsko - Posavsko hribovje in Dolenjska
2400,Orle,458,30,Zasavsko - Posavsko hribovje in Dolenjska
873,Planinski dom na Brnici,457,71,Zasavsko - Posavsko hribovje in Dolenjska
1430,Mazovnik (Golovec),450,78,Zasavsko - Posavsko hribovje in Dolenjska
2081,Sitarjevec,448,51,Zasavsko - Posavsko hribovje in Dolenjska
2426,Sveti Peter (Selo pri Mirni),445,20,Zasavsko - Posavsko hribovje in Dolenjska
1453,Stari grad (Stari Osterberg),443,54,Zasavsko - Posavsko hribovje in Dolenjska
2586,Dom LD Dobrnič,440,15,Zasavsko - Posavsko hribovje in Dolenjska
1431,Črni hrib (Golovec),440,61,Zasavsko - Posavsko hribovje in Dolenjska
3330,Velika Radenska stena,439,2,Zasavsko - Posavsko hribovje in Dolenjska
848,Gašperjeva koča pod Velikim Kozjem,436,61,Zasavsko - Posavsko hribovje in Dolenjska
3331,Mala Radenska stena,428,1,Zasavsko - Posavsko hribovje in Dolenjska
2655,Sveta Marija (Trška Gora),428,28,Zasavsko - Posavsko hribovje in Dolenjska
2173,Sveti Križ (Liška gora),428,41,Zasavsko - Posavsko hribovje in Dolenjska
2868,Veliki vrh (Križentaver),419,25,Zasavsko - Posavsko hribovje in Dolenjska
3026,Grad Rožek (Rudolfseck),412,14,Zasavsko - Posavsko hribovje in Dolenjska
2249,Tinska gora,409,47,Zasavsko - Posavsko hribovje in Dolenjska
882,Stari grad na Grajskem hribu,407,62,Zasavsko - Posavsko hribovje in Dolenjska
2877,Oljska gora,401,25,Zasavsko - Posavsko hribovje in Dolenjska
2870,Sv. Miklavž na Goropečah,401,14,Zasavsko - Posavsko hribovje in Dolenjska
2714,Stari grad (Volčji Potok),398,14,Zasavsko - Posavsko hribovje in Dolenjska
2270,Miklavžev hrib (Miklavški hrib),394,47,Zasavsko - Posavsko hribovje in Dolenjska
2592,Hribce,388,18,Zasavsko - Posavsko hribovje in Dolenjska
2869,Sv. Kunigunda na Taboru nad Ihanom,377,17,Zasavsko - Posavsko hribovje in Dolenjska
2761,Miklavžev hrib (Razgledni stolp),376,16,Zasavsko - Posavsko hribovje in Dolenjska
3239,Sveta Neža (Liboje),368,8,Zasavsko - Posavsko hribovje in Dolenjska
3329,Radenski kal,360,2,Zasavsko - Posavsko hribovje in Dolenjska
2431,Sv. Andrej nad Olimjem,351,21,Zasavsko - Posavsko hribovje in Dolenjska
2587,Dom Frata,345,27,Zasavsko - Posavsko hribovje in Dolenjska
3238,Gradišče (pri Grižah),341,7,Zasavsko - Posavsko hribovje in Dolenjska
2728,Gradiško jezero,340,26,Zasavsko - Posavsko hribovje in Dolenjska
2428,Sveti Primož (Kremen),340,22,Zasavsko - Posavsko hribovje in Dolenjska
2345,Lahomniški sopot,325,50,Zasavsko - Posavsko hribovje in Dolenjska
2330,Sv. Urban (Cmereška Gorca),322,44,Zasavsko - Posavsko hribovje in Dolenjska
2337,Sv. Lovrenc (Kompole),315,56,Zasavsko - Posavsko hribovje in Dolenjska
476,Pusti Peter,311,55,Zasavsko - Posavsko hribovje in Dolenjska
2624,Herkulovo svetišče na Bregu,290,16,Zasavsko - Posavsko hribovje in Dolenjska
2732,Izvir Krke,272,27,Zasavsko - Posavsko hribovje in Dolenjska
2656,Stari grad nad Otočcem,250,22,Zasavsko - Posavsko hribovje in Dolenjska
3326,Jelovička in Mihova jama,240,2,Zasavsko - Posavsko hribovje in Dolenjska
