id,gora,višina,priljubljenost,gorovje
356,Mali Grintovec,1813,91,Kamniško Savinjske Alpe
1817,Jelovec,1808,72,Kamniško Savinjske Alpe
199,Kocbekov dom na Korošici,1808,98,Kamniško Savinjske Alpe
289,Konj,1803,97,Kamniško Savinjske Alpe
284,Vratca,1802,86,Kamniško Savinjske Alpe
98,Cojzova koča na Kokrskem sedlu,1793,98,Kamniško Savinjske Alpe
364,Goli vrh,1787,93,Kamniško Savinjske Alpe
324,Kapelica na Molički planini,1780,91,Kamniško Savinjske Alpe
338,Planina Košutna,1778,85,Kamniško Savinjske Alpe
490,Strelovec,1763,92,Kamniško Savinjske Alpe
274,Bašeljski vrh,1744,90,Kamniško Savinjske Alpe
295,Veliki vrh,1742,87,Kamniško Savinjske Alpe
2582,Licjanovec,1733,27,Kamniško Savinjske Alpe
125,Tolsti vrh,1715,98,Kamniško Savinjske Alpe
225,Kranjska koča na Ledinah,1700,97,Kamniško Savinjske Alpe
379,Planina Polšak,1695,65,Kamniško Savinjske Alpe
446,Planina Dolga njiva (Krvavec),1688,80,Kamniško Savinjske Alpe
487,Komen,1684,89,Kamniško Savinjske Alpe
179,Dom na Krvavcu,1684,89,Kamniško Savinjske Alpe
317,Planina Koren,1675,83,Kamniško Savinjske Alpe
169,Gradišče (Velika planina),1666,99,Kamniško Savinjske Alpe
2735,Kržišče (Pokovše),1658,24,Kamniško Savinjske Alpe
408,Planina Rzenik,1654,79,Kamniško Savinjske Alpe
372,Koritni vrh (Velika planina),1648,82,Kamniško Savinjske Alpe
488,Veliki Travnik,1637,80,Kamniško Savinjske Alpe
930,Šentanski vrh,1635,81,Kamniško Savinjske Alpe
129,Dobrča,1634,98,Kamniško Savinjske Alpe
281,Kozji vrh,1628,79,Kamniško Savinjske Alpe
486,Krnes,1613,74,Kamniško Savinjske Alpe
947,Gostišče Zeleni Rob,1612,88,Kamniško Savinjske Alpe
2512,Hotel Krvavec,1600,28,Kamniško Savinjske Alpe
245,Planina Dolga njiva,1600,87,Kamniško Savinjske Alpe
1499,Planina Javorje,1594,57,Kamniško Savinjske Alpe
124,Vrata,1591,74,Kamniško Savinjske Alpe
976,Boskovec,1587,85,Kamniško Savinjske Alpe
1288,Kamniški Dedec,1583,91,Kamniško Savinjske Alpe
485,Smrekovec,1577,97,Kamniško Savinjske Alpe
597,Medvedjak,1573,75,Kamniško Savinjske Alpe
1345,Planina Vodole,1570,62,Kamniško Savinjske Alpe
1488,Poljanski rob,1569,60,Kamniško Savinjske Alpe
458,Planina Arta,1564,73,Kamniško Savinjske Alpe
306,Planina Podvežak,1564,79,Kamniško Savinjske Alpe
168,Kapela Marije Snežne (Velika planina),1560,92,Kamniško Savinjske Alpe
906,Veliki Rogatec (Veliki Rogac),1557,91,Kamniško Savinjske Alpe
489,Koča na Travniku,1548,87,Kamniško Savinjske Alpe
183,Češka koča na Spodnjih Ravneh,1542,99,Kamniško Savinjske Alpe
2385,Veliki vrh nad Matkovim kotom,1539,28,Kamniško Savinjske Alpe
1071,Logarska peč,1536,64,Kamniško Savinjske Alpe
409,Koča na Loki pod Raduho,1534,90,Kamniško Savinjske Alpe
170,Domžalski dom na Mali planini,1534,97,Kamniško Savinjske Alpe
134,Dom na Kališču,1534,97,Kamniško Savinjske Alpe
1235,Mali Travnik,1532,52,Kamniško Savinjske Alpe
598,Koča na Treh plotih,1530,73,Kamniško Savinjske Alpe
470,Črnuški dom na Mali planini,1526,94,Kamniško Savinjske Alpe
1070,Icmanikova planina,1520,62,Kamniško Savinjske Alpe
1069,Knezova planina,1520,58,Kamniško Savinjske Alpe
237,Jarški dom na Mali planini,1520,88,Kamniško Savinjske Alpe
445,Vivodnik,1508,86,Kamniško Savinjske Alpe
371,Planina Konjščica (Velika planina),1505,90,Kamniško Savinjske Alpe
2118,Planina Ravne,1500,65,Kamniško Savinjske Alpe
1236,Planina Mali Travnik,1500,54,Kamniško Savinjske Alpe
1452,Špic,1499,60,Kamniško Savinjske Alpe
477,Jenkova planina,1495,76,Kamniško Savinjske Alpe
1063,Dom na Gospincu (Hotel Rozka),1491,82,Kamniško Savinjske Alpe
2201,Kriška planina,1480,89,Kamniško Savinjske Alpe
1233,Grebenc,1479,59,Kamniško Savinjske Alpe
130,Koča na Dobrči,1478,96,Kamniško Savinjske Alpe
121,Koča na Kriški gori,1471,99,Kamniško Savinjske Alpe
2287,Javorca (Golte),1465,69,Kamniško Savinjske Alpe
615,Koča na Grohatu,1460,89,Kamniško Savinjske Alpe
1723,Visoki vrh nad Jezerskim,1459,72,Kamniško Savinjske Alpe
193,Dom na Menini planini,1453,98,Kamniško Savinjske Alpe
1610,Račka vrata,1450,60,Kamniško Savinjske Alpe
467,Planina Kališče,1450,86,Kamniško Savinjske Alpe
131,Lešanska planina,1450,81,Kamniško Savinjske Alpe
249,Kranjska reber,1435,86,Kamniško Savinjske Alpe
267,Javorov vrh,1434,88,Kamniško Savinjske Alpe
2581,Turni (pri Kozjem vrhu),1432,18,Kamniško Savinjske Alpe
248,Pri Pastirjih,1430,73,Kamniško Savinjske Alpe
482,Goli vrh (Šavnice),1426,66,Kamniško Savinjske Alpe
349,Lepenatka,1425,93,Kamniško Savinjske Alpe
2755,Čisovec,1419,25,Kamniško Savinjske Alpe
2639,Planina Jezerca,1410,29,Kamniško Savinjske Alpe
594,Hotel Golte,1410,83,Kamniško Savinjske Alpe
207,Velika Poljana,1410,87,Kamniško Savinjske Alpe
1724,Javornik nad Jezerskim,1399,68,Kamniško Savinjske Alpe
167,Dom na Okrešlju,1396,97,Kamniško Savinjske Alpe
528,Krničarjeva koča na planini Javornik,1390,81,Kamniško Savinjske Alpe
337,Praprotnikova koča,1380,70,Kamniško Savinjske Alpe
484,Dom na Smrekovcu,1375,93,Kamniško Savinjske Alpe
593,Mozirska koča na Golteh,1356,91,Kamniško Savinjske Alpe
1501,Knezova planina (Planina Bela peč),1350,46,Kamniško Savinjske Alpe
370,Slap Čedca,1350,87,Kamniško Savinjske Alpe
2597,Kunšperski vrh (Brezovec),1336,17,Kamniško Savinjske Alpe
2636,Povšnarjeva planina,1330,19,Kamniško Savinjske Alpe
1285,Zavetišče v Hudičevem borštu,1328,92,Kamniško Savinjske Alpe
3132,Izletniška kmetija Bukovc (Bukovnik),1327,19,Kamniško Savinjske Alpe
1142,Bezovec,1326,47,Kamniško Savinjske Alpe
208,Mala Poljana,1325,84,Kamniško Savinjske Alpe
1500,Planina Vodol,1324,45,Kamniško Savinjske Alpe
2635,Ovča koča,1323,23,Kamniško Savinjske Alpe
2660,Plesnikova planina,1319,25,Kamniško Savinjske Alpe
250,Kašna planina,1317,82,Kamniško Savinjske Alpe
1261,Planina Dol,1308,77,Kamniško Savinjske Alpe
1524,Lovska koča Črnevka,1300,40,Kamniško Savinjske Alpe
185,Zavetišče na Biba planini,1300,77,Kamniško Savinjske Alpe
2634,Murijeva planina,1289,22,Kamniško Savinjske Alpe
350,Bivak na Kalu,1285,70,Kamniško Savinjske Alpe
497,Potoška gora,1283,87,Kamniško Savinjske Alpe
1725,Skubrov vrh,1276,46,Kamniško Savinjske Alpe
189,Dom na Kisovcu,1275,90,Kamniško Savinjske Alpe
351,Kamniški vrh,1259,97,Kamniško Savinjske Alpe
1244,Planjava pri Kamniškem vrhu,1243,57,Kamniško Savinjske Alpe
1726,Turni,1240,49,Kamniško Savinjske Alpe
2598,Mali Rogatec (Mali Rogac),1228,22,Kamniško Savinjske Alpe
1234,Partizanska bolnica Mrzle vode,1226,56,Kamniško Savinjske Alpe
2384,Planina Marjanine njive,1220,29,Kamniško Savinjske Alpe
619,Koča na Klemenči jami,1208,90,Kamniško Savinjske Alpe
2736,Ojstri vrh (nad Prevalo),1197,22,Kamniško Savinjske Alpe
2303,Kopa (Belska Kopa),1180,58,Kamniško Savinjske Alpe
1865,Planina Travnik,1180,59,Kamniško Savinjske Alpe
1237,Počka (Robnikova) planina,1165,55,Kamniško Savinjske Alpe
1915,Prevala,1163,75,Kamniško Savinjske Alpe
2947,Škrbina (Slaparjeva gora),1142,19,Kamniško Savinjske Alpe
3159,Pleče,1131,14,Kamniško Savinjske Alpe
190,Dom pod Storžičem,1123,93,Kamniško Savinjske Alpe
1149,Smokuški vrh,1122,85,Kamniško Savinjske Alpe
1284,Baba,1119,76,Kamniško Savinjske Alpe
2510,Mihčeva kopišča,1100,24,Kamniško Savinjske Alpe
1642,Breška planina,1100,58,Kamniško Savinjske Alpe
352,Planina Osredek,1100,79,Kamniško Savinjske Alpe
1995,Mešenik,1099,44,Kamniško Savinjske Alpe
2638,Ambrož pod Krvavcem,1085,29,Kamniško Savinjske Alpe
1132,Tolsti vrh (Dobrovlje),1077,66,Kamniško Savinjske Alpe
1864,Planina Ravni,1075,49,Kamniško Savinjske Alpe
1641,Bistriška planina,1057,84,Kamniško Savinjske Alpe
2631,Sveti Križ nad Belimi Vodami,1054,28,Kamniško Savinjske Alpe
539,Vaško,1046,64,Kamniško Savinjske Alpe
2628,Kopa (Partizanski vrh),1024,26,Kamniško Savinjske Alpe
3089,Prgozdnik,1013,12,Kamniško Savinjske Alpe
1403,Smolnik,1002,52,Kamniško Savinjske Alpe
166,Orlovo gnezdo (Slap Rinka),1000,89,Kamniško Savinjske Alpe
1679,Vrhe,965,48,Kamniško Savinjske Alpe
238,Planinska koča Iskra na Jakobu,961,89,Kamniško Savinjske Alpe
1131,Sveti Jošt nad Vranskim,955,56,Kamniško Savinjske Alpe
1680,Sveta Mati Božja na Čreti,944,47,Kamniško Savinjske Alpe
1450,Sveti Ahac (Kališe),941,52,Kamniško Savinjske Alpe
2071,Vovar,940,59,Kamniško Savinjske Alpe
496,Planinska koča pri Franciju,930,69,Kamniško Savinjske Alpe
444,Sveti Lenart nad Gornjim Gradom,929,67,Kamniško Savinjske Alpe
2987,Planica (vzletišče Gozd),926,20,Kamniško Savinjske Alpe
2222,Matkov kot,920,81,Kamniško Savinjske Alpe
2629,Skutman,911,24,Kamniško Savinjske Alpe
1974,Grmada (Dobrovlje),898,52,Kamniško Savinjske Alpe
579,Sveti Lovrenc (Bašelj),892,76,Kamniško Savinjske Alpe
120,Zavetišče v Gozdu,891,79,Kamniško Savinjske Alpe
616,Robanova planina,890,73,Kamniško Savinjske Alpe
2754,Lomek (Lom),884,24,Kamniško Savinjske Alpe
617,Sveti Primož nad Ljubnim,883,68,Kamniško Savinjske Alpe
2358,Gradišče (Pustinjak),871,60,Kamniško Savinjske Alpe
818,Dom na Čreti,870,85,Kamniško Savinjske Alpe
357,Slap Orglice,870,88,Kamniško Savinjske Alpe
1148,Sankaška koča,867,81,Kamniško Savinjske Alpe
2625,Mali vrh nad Završnico,863,25,Kamniško Savinjske Alpe
1973,Sveti Janez in Pavel (Dobrovlje),862,45,Kamniško Savinjske Alpe
578,Dom na Lovrencu (Bašelj),860,83,Kamniško Savinjske Alpe
1970,Bezovec (Dobrovlje),857,45,Kamniško Savinjske Alpe
3152,Zapečnikova planina,840,11,Kamniško Savinjske Alpe
1147,Sveti Peter nad Begunjami,839,80,Kamniško Savinjske Alpe
268,Dom Čemšenik,835,80,Kamniško Savinjske Alpe
544,Sveti Primož in Sveti Peter,826,94,Kamniško Savinjske Alpe
895,Korošaški slapovi,800,79,Kamniško Savinjske Alpe
3249,Razgledišče Skroti,787,11,Kamniško Savinjske Alpe
1914,Sveti Miklavž na Gori,757,70,Kamniško Savinjske Alpe
716,Tominčev slap,750,71,Kamniško Savinjske Alpe
1230,Štefanja gora,748,89,Kamniško Savinjske Alpe
1972,Dom na Dobrovljah,745,50,Kamniško Savinjske Alpe
1451,Sveti Florjan nad Gornjim Gradom,743,47,Kamniško Savinjske Alpe
2458,Apnišče,740,27,Kamniško Savinjske Alpe
850,Gora Oljka,733,95,Kamniško Savinjske Alpe
1073,Slap Palenk,730,62,Kamniško Savinjske Alpe
3258,Stiška vas,725,6,Kamniško Savinjske Alpe
1449,Sveti Lovrenc nad Zabreznico,725,62,Kamniško Savinjske Alpe
3077,Jamna peč,720,16,Kamniško Savinjske Alpe
2795,Vrholanov vrh (Ravne pri Šoštanju),710,15,Kamniško Savinjske Alpe
1133,Dom planincev Farbanca,702,53,Kamniško Savinjske Alpe
2630,Sveti Nikolaj (Možjanca),689,23,Kamniško Savinjske Alpe
931,Sveti Jurij nad Tržičem,673,45,Kamniško Savinjske Alpe
2493,Šenturška Gora,671,29,Kamniško Savinjske Alpe
2926,Grad Gutenberk (Hudi grad),663,15,Kamniško Savinjske Alpe
2361,Sv. Miklavž nad Mačami,651,52,Kamniško Savinjske Alpe
2411,Novi grad (Pusti grad),630,24,Kamniško Savinjske Alpe
1146,Grad Kamen,620,61,Kamniško Savinjske Alpe
2414,Brezovec,617,24,Kamniško Savinjske Alpe
1438,Dom v Kamniški Bistrici,600,80,Kamniško Savinjske Alpe
2894,Koželj,590,27,Kamniško Savinjske Alpe
495,Senčnica Josipine Turnograjske,570,59,Kamniško Savinjske Alpe
886,Planinski dom Šentjungert,565,77,Kamniško Savinjske Alpe
3070,Sevčnik,562,13,Kamniško Savinjske Alpe
3112,Kriva jelka,528,17,Kamniško Savinjske Alpe
2841,Mokrišče Blata,505,15,Kamniško Savinjske Alpe
2829,Sebenje,500,12,Kamniško Savinjske Alpe
3234,Lipnik (pri Velenju),486,6,Kamniško Savinjske Alpe
2762,Bazilika Marije Pomagaj na Brezjah,486,21,Kamniško Savinjske Alpe
2163,Sveta Ana (Tunjice),475,60,Kamniško Savinjske Alpe
3150,V Boštkú,466,8,Kamniško Savinjske Alpe
3060,Vinski vrh (Vimperk),448,16,Kamniško Savinjske Alpe
2874,Grad Velenje,442,16,Kamniško Savinjske Alpe
2760,Slap Peračica,430,29,Kamniško Savinjske Alpe
2328,Šobčev bajer,426,69,Kamniško Savinjske Alpe
3113,Turistična kmetija Trnovc,412,12,Kamniško Savinjske Alpe
1678,Grad Žovnek,409,67,Kamniško Savinjske Alpe
2827,Šoštanj,358,19,Kamniško Savinjske Alpe
2451,Planinski dom Milana Šinkovca,345,25,Kamniško Savinjske Alpe
53,Stol,2236,100,Karavanke
78,Vrtača,2181,99,Karavanke
309,Prešernova koča na Stolu,2174,93,Karavanke
97,Kepa,2143,98,Karavanke
560,Ojstrc / Hochobir,2139,95,Karavanke
331,Košutnikov turn,2133,97,Karavanke
665,Kordeževa glava (Peca),2125,99,Karavanke
1275,Bistriška špica/Feistritzer Spitze,2113,82,Karavanke
1276,Končnikov vrh,2109,83,Karavanke
376,Vajnež,2104,95,Karavanke
344,Veliko Kladivo,2094,96,Karavanke
74,Veliki vrh (Košuta),2088,99,Karavanke
1277,Velika glava,2077,72,Karavanke
478,Dovška Mala Kepa,2077,80,Karavanke
1274,Veška kopa/Wackendorfer Spitze,2074,62,Karavanke
52,Begunjščica,2060,100,Karavanke
296,Tolsta Košuta - Vzhodni vrh,2057,84,Karavanke
466,Malo Kladivo,2036,80,Karavanke
479,Gubno,2035,85,Karavanke
363,Palec,2026,91,Karavanke
315,Tolsta Košuta - Zahodni vrh,2026,85,Karavanke
1778,Pungartska gora,2025,72,Karavanke
692,Zelenjak,2024,87,Karavanke
581,Ovčji vrh (Kozjak) / Geissberg (Kosiak),2024,86,Karavanke
2382,Kravji vrh / Kuhberg,2017,29,Karavanke
1123,Mali vrh,2017,71,Karavanke
480,Potoški Stol,2014,87,Karavanke
239,Toplar,2000,88,Karavanke
431,Begunjska Vrtača,1991,89,Karavanke
72,Košutica,1968,95,Karavanke
343,Kofce gora,1967,96,Karavanke
1067,Cjajnik / Lärchenturm,1965,89,Karavanke
586,Svačica,1953,82,Karavanke
200,Struška,1944,92,Karavanke
366,Trupejevo poldne,1931,96,Karavanke
673,Govca (Olševa),1929,97,Karavanke
2580,Bele peči (Lepi vrh),1926,28,Karavanke
720,Setiče/Freiberg,1922,71,Karavanke
2815,Srednja peč,1920,25,Karavanke
88,Žleb (Suho ruševje),1916,78,Karavanke
2979,Obel kamen (Olševa),1911,27,Karavanke
275,Dovška Baba,1891,97,Karavanke
293,Škrbina,1869,74,Karavanke
1911,Murnovc,1866,53,Karavanke
1551,Kamnitnik,1858,61,Karavanke
721,Grlovec / Ferlacher Horn,1840,72,Karavanke
367,Kresišče,1839,80,Karavanke
252,Golica,1835,100,Karavanke
1728,Kraguljše,1828,47,Karavanke
369,Visoki vrh,1828,75,Karavanke
1494,Maloško poldne / Mallestiger Mittagskogel,1823,67,Karavanke
368,Mojstrovica,1816,75,Karavanke
1585,Lokovnikov Grintovec / Grintoutz,1809,70,Karavanke
472,Ostra peč / Mallestiger Mittagskogel,1801,69,Karavanke
300,Plešivec,1801,87,Karavanke
277,Srednji vrh (nad Završnico),1796,82,Karavanke
1781,Rjavca / Rjautza,1789,57,Karavanke
1008,Krvavka,1784,65,Karavanke
542,Na Možeh,1784,70,Karavanke
360,Hruški vrh,1776,86,Karavanke
680,Pristovški Storžič / Kärntner Storschitz,1759,91,Karavanke
1262,Koprivnjak / Kleiner Frauenkogel,1754,64,Karavanke
362,Klek,1753,88,Karavanke
377,Bivak na Belščici,1750,74,Karavanke
1658,Zajčnik,1746,56,Karavanke
2994,Zajmenove peči,1745,22,Karavanke
2971,Kamnica (Komnica) / Ferlacher Spitze,1742,15,Karavanke
301,Mala Košuta,1740,76,Karavanke
365,Vošca,1737,89,Karavanke
672,Mala Peca,1731,72,Karavanke
1918,Tamarča,1728,50,Karavanke
2834,Hajnžev Praprotnik / Zeller Prapotnik,1727,18,Karavanke
149,Veliki Javornik (Ženiklovec),1716,82,Karavanke
92,Vrh Ljubeljščice (Triangel),1704,90,Karavanke
1061,Hajnževo sedlo,1701,79,Karavanke
201,Belska planina (Svečica),1700,87,Karavanke
592,Uršlja gora (Plešivec),1699,99,Karavanke
585,Planina Seča,1698,66,Karavanke
1807,Alpengasthof Siebenhütten,1693,57,Karavanke
442,Stegovnik,1692,93,Karavanke
2814,Mačenski vrh / Matschacher Gupf,1691,19,Karavanke
443,Mali Javornik,1685,67,Karavanke
1439,Spodnji Plot,1682,65,Karavanke
2509,Dom na Uršlji gori,1680,29,Karavanke
1917,Grpišca,1676,55,Karavanke
671,Votlina Kralja Matjaža,1670,74,Karavanke
459,Hrašenska planina,1670,54,Karavanke
283,Pečovnik (kota 1668),1668,56,Karavanke
1780,Bela peč / Weiße Wand,1665,53,Karavanke
670,Dom na Peci,1665,90,Karavanke
582,Celovška koča / Klagenfurter Hutte,1664,83,Karavanke
674,Potočka zijalka,1660,89,Karavanke
3023,Kosmatica / Kosmatitza,1659,17,Karavanke
1258,Kamnati vrh,1658,60,Karavanke
195,Roblekov dom na Begunjščici,1657,99,Karavanke
314,Virnikov Grintovec,1654,93,Karavanke
2438,Visoka Bavha,1650,26,Karavanke
276,Planina Dovška Rožca,1650,82,Karavanke
1413,Topica/Topitza,1649,58,Karavanke
1511,Mala Golica,1646,57,Karavanke
526,Pečovnik,1640,47,Karavanke
1927,Veliki vrh nad Komatevro,1634,48,Karavanke
1657,Blekova planina,1629,63,Karavanke
2126,Macna / Matzen,1627,44,Karavanke
1259,Jerebikovec,1621,68,Karavanke
1926,Ruš,1614,50,Karavanke
1779,Sveta peč / Helige Wand,1613,46,Karavanke
2854,Čofatijev vrh,1606,19,Karavanke
760,Žingarica / Singerberg,1589,56,Karavanke
361,Rožca,1587,81,Karavanke
346,Bela peč,1583,85,Karavanke
196,Koča na Golici,1582,93,Karavanke
297,Planina Zgornja Dolga njiva,1580,73,Karavanke
1245,Planina Zgornja Konjščica,1578,51,Karavanke
2782,Ojstra / Oistra,1577,22,Karavanke
759,Sinski vrh / Sinacher Gupf ,1577,53,Karavanke
1273,Planina Zgornja Luža,1573,42,Karavanke
583,Vgrizeva planina / Ogrisalm,1569,51,Karavanke
1809,Veška planina / Wackendorfer Alm,1568,42,Karavanke
1257,Rekaršica,1554,50,Karavanke
71,Planina Korošica,1554,97,Karavanke
562,Kapelška koča / Eisenkappler Hütte,1553,60,Karavanke
2821,Stara gora / Altberg,1552,14,Karavanke
2733,Petelinjek (nad Korenskim sedlom),1552,24,Karavanke
2707,Špičasti vrh / Spitzberg,1551,16,Karavanke
509,Planina Javornik,1550,80,Karavanke
348,Ptičji vrh,1550,73,Karavanke
2702,Snežnik (nad Koprivno),1543,20,Karavanke
2127,Sveta Ana (Macna) / St. Anna (Matzen),1536,43,Karavanke
91,Dom na Zelenici,1536,97,Karavanke
359,Zavetišče na planini Šija,1528,86,Karavanke
2972,Koča Berta / Bertahütte,1527,13,Karavanke
2853,Šoparjev vrh,1524,14,Karavanke
2175,Mejnik,1517,45,Karavanke
1782,Požgani rob,1513,44,Karavanke
554,Planica,1508,69,Karavanke
302,Peč (Tromeja),1508,96,Karavanke
354,Bukovec,1506,66,Karavanke
805,Polna peč,1503,68,Karavanke
2744,Žerjavov Praprotnik / Loibler Prapotnik,1500,15,Karavanke
1879,"Lipševa vrata (Vrata, Felsentore)",1500,46,Karavanke
2134,Kopa / Monte Coppa,1496,60,Karavanke
1659,Jureževa planina,1488,54,Karavanke
223,Dom na Kofcah,1488,100,Karavanke
505,Borovje,1476,79,Karavanke
3204,Rabenberg,1465,4,Karavanke
3160,Veliki Rob / Großer Rain,1464,6,Karavanke
2099,Planina Ilovica,1462,48,Karavanke
3271,Bela peč (nad Dovjem),1460,10,Karavanke
347,Planina Spodnja Konjščica,1451,73,Karavanke
508,Spominska plošča Jožeta Rozmana,1450,45,Karavanke
3140,Borovski vrh (Žehtar) / Sechter,1449,7,Karavanke
251,Koča Pr Zdravc,1448,61,Karavanke
3252,Črna peč,1447,9,Karavanke
2097,Planina Pungrat,1447,69,Karavanke
2734,Kališje,1435,20,Karavanke
2098,Tegoška planina,1430,63,Karavanke
1519,Lovska koča na Brvogih,1425,54,Karavanke
278,Koča pri izviru Završnice,1425,92,Karavanke
507,Dreiländereck Hütte,1423,72,Karavanke
1650,Plešivška kopa (Kozarnica),1414,40,Karavanke
2784,Potočnikova planina,1410,22,Karavanke
2715,Planina Rožca / Roschitzaalm,1407,18,Karavanke
460,Planina Stamare,1400,70,Karavanke
298,Planina Spodnja Dolga njiva,1400,84,Karavanke
3174,Robič,1384,13,Karavanke
557,Jeseniška planina,1380,60,Karavanke
1402,Hruška planina,1378,66,Karavanke
322,Koča na Ljubelju,1370,92,Karavanke
3264,Planina Brsnina,1357,7,Karavanke
1252,Planina Možine,1352,47,Karavanke
3161,Veronjak / Hausberg,1348,4,Karavanke
2819,Hofovška planina / Hoffmansalpe,1335,6,Karavanke
2978,Sveti Lenart / St. Leonhard,1334,10,Karavanke
1231,Španov vrh,1334,81,Karavanke
2699,Planina Rep (Repija),1330,10,Karavanke
3254,Primožkovi hribi,1326,9,Karavanke
2564,Lovska koča nad Doslovško planino,1325,18,Karavanke
3222,Robniške peči,1323,8,Karavanke
2573,Bivak brez meja / Bivacco Senza Confini,1319,25,Karavanke
2621,Na pečeh pri Črnem Vrhu,1318,17,Karavanke
294,Koča na planini Preval-a,1311,97,Karavanke
2700,Govševa planina,1300,14,Karavanke
3251,Penatca,1299,5,Karavanke
202,Pusti Rovt,1296,67,Karavanke
236,Koča Vrtača,1288,79,Karavanke
1727,Roblekova planina,1284,68,Karavanke
2174,Koča pod Košuto / Koschutahaus,1280,53,Karavanke
525,Lovska koča Stanič,1280,63,Karavanke
2307,Golarjeva peč,1276,48,Karavanke
2124,Marija Snežna (Kavalar) / Madonna della Neve,1275,63,Karavanke
1263,Močnikova planina,1275,45,Karavanke
742,Basališče (Paški Kozjak),1272,85,Karavanke
561,Obirska planina,1272,55,Karavanke
2793,Planina Kladje / Quadiaalm,1271,13,Karavanke
152,Potoška planina,1270,81,Karavanke
2130,Vetrh vrh,1268,40,Karavanke
1272,Planina Luža,1250,43,Karavanke
1007,Markljev Rovt,1250,59,Karavanke
2464,Velika Boncla,1241,21,Karavanke
614,Sveti Duh pod Olševo,1232,62,Karavanke
2955,Izvir reke Meže,1230,17,Karavanke
1520,Božičev vrh / Boschitzberg,1228,55,Karavanke
2893,Štrukljev vrh,1227,19,Karavanke
3051,Tolsti vrh (pri Poljški planini),1225,18,Karavanke
1552,Zabreška planina,1225,73,Karavanke
2697,Planinski dom na kmetiji Kumer,1220,21,Karavanke
2698,Sveta Ana v Koprivni,1218,19,Karavanke
2563,Doslovška planina,1210,21,Karavanke
3265,Medvodnica,1202,3,Karavanke
504,Rovt Vrse,1200,65,Karavanke
381,Žirovniška planina,1200,74,Karavanke
2918,Jesenik,1199,13,Karavanke
2903,Hom (nad Prevaljami),1193,14,Karavanke
2433,Brdo (Plezališče pod Golico),1192,19,Karavanke
2897,Ostrica,1182,23,Karavanke
382,Valvasorjev dom pod Stolom,1181,96,Karavanke
194,Tomčeva koča na Poljški planini,1180,83,Karavanke
2921,Veliki vrh (nad Mežiško dolino),1165,16,Karavanke
3221,Virnikova planina,1160,9,Karavanke
1232,Smučarski dom Črni vrh,1156,54,Karavanke
2922,Šumahov vrh,1155,18,Karavanke
2920,Pikov vrh,1149,20,Karavanke
1265,Alničje,1145,47,Karavanke
303,Dom na Tromeji,1145,88,Karavanke
1931,Hribarska (Huda) zijalka,1140,45,Karavanke
1150,Planina Planinca,1136,75,Karavanke
1264,Mala Boncla (Bavha),1131,51,Karavanke
3272,Planina Goreljše,1125,3,Karavanke
1179,Žmitkov špic,1124,63,Karavanke
613,Železna (Kisla) voda,1115,59,Karavanke
1810,Zavetišče na Kalu,1112,55,Karavanke
741,Špik (Paški Kozjak),1108,78,Karavanke
2437,Erjavčev rovt (Planina Mlinca),1105,26,Karavanke
1247,Jelenkamen,1096,78,Karavanke
3273,Blažčeva skala,1091,7,Karavanke
1828,Stenica,1091,66,Karavanke
2974,Arihova peč / Arichwand,1090,11,Karavanke
1620,Planina Dolžanka,1090,53,Karavanke
827,Andrejev dom na Slemenu,1086,86,Karavanke
2973,Koča nad Arihovo pečjo /  Rossalmhütte,1080,10,Karavanke
2783,Pogorevc,1076,20,Karavanke
2368,Sveti Vid pod Jernejevim vrhom,1075,44,Karavanke
1415,Smolnik,1075,78,Karavanke
1141,Koča na Naravskih ledinah,1072,64,Karavanke
2896,Sveti Jošt na Paškem Kozjaku,1063,16,Karavanke
3130,Sveti Jakob v Koprivni,1062,8,Karavanke
498,Ajdna,1046,91,Karavanke
1214,Partizanska bolnica Krtina,1040,54,Karavanke
2779,Bivak Suška bajta,1034,15,Karavanke
2816,Planina Zali potok,1032,11,Karavanke
2719,Sveta Ana (Ljubelj),1032,25,Karavanke
2472,Mirca,1025,24,Karavanke
2041,Veliki Mošenik / Große Muschenig,1021,39,Karavanke
883,Stolpnik,1012,88,Karavanke
2892,Plakopec (Brezejec),1005,14,Karavanke
395,Izvir Javornika,1000,55,Karavanke
1448,Špicasti  vrh (Kislica),994,77,Karavanke
1502,Koča na Pikovem,992,30,Karavanke
2878,Visoko,991,14,Karavanke
2934,Sv. Mihael (Rute (Zavrh)) / St. Michael (Bärental),982,5,Karavanke
543,Boč,978,98,Karavanke
1177,Dom Pristava v Javorniškem Rovtu,975,82,Karavanke
1747,Ramšakov vrh,970,66,Karavanke
1978,Veliki vrh nad Završnikom,968,48,Karavanke
740,Dom na Paškem Kozjaku,960,79,Karavanke
1938,Srnjak,955,61,Karavanke
1746,Radojč,937,68,Karavanke
2042,Podgorska planina / Maria Elender Alm,930,38,Karavanke
2881,Smodivnik,923,11,Karavanke
3266,Hvadnik,920,26,Karavanke
2535,Slapovi v Preski,910,21,Karavanke
2778,Andrejev vrh,897,18,Karavanke
2767,Volinjak,886,24,Karavanke
837,Donačka gora,884,97,Karavanke
1654,Fričev vrh,881,50,Karavanke
2822,Rokov vrh / Rochusberg,880,8,Karavanke
1118,Kamnek,873,68,Karavanke
2093,Stegovniški slap,872,43,Karavanke
